"Data_Zone","Intermediate_Zone","Council_area","Total_population","Working_age_population","Income_rate","Income_count","Employment_rate","Employment_count","CIF","ALCOHOL","DRUG","SMR","DEPRESS","LBWT","EMERG","Attendance","Attainment","no_qualifications","not_participating","University","drive_petrol","drive_GP","drive_post","drive_primary","drive_retail","drive_secondary","PT_GP","PT_post","PT_retail","Broadband","crime_count","crime_rate","overcrowded_count","nocentralheat_count","overcrowded_rate","nocentralheat_rate"
"S01008575","Liberton East","City of Edinburgh",821,553,0.02,13,0.02,9,30,13.29459041,0,56.18146792,0.105392157,0,46.48055039,0.89247,6.3181818182,46.99636482,0.029850746,0.239726,3.312562344,2.69728803,2.898341646,3.716891892,6.187721322,3.245942029,11.07051122,11.15251247,14.02850998,0,10.1305066393116,123.392285497096,28,3,0.034956305,0.003745318
"S01008965","East Craigs South","City of Edinburgh",825,482,0.02,19,0.02,10,45,4.511021336,0,76.855254,0.139476961,0,61.90207107,0.94643,6.4074074074,25.50845623,0.010204082,0.25,2.623712938,3.480842318,2.356199461,4.057671958,3.446418464,3.263608247,7.791071429,6.770956873,9.176152291,0,18.2349119507608,221.029235766798,20,8,0.026954178,0.010781671
"S01008590","Blackford, West Mains and Mayfield Road","City of Edinburgh",817,509,0.02,19,0.01,7,50,26.85497133,0,75.16631851,0.119076549,0,58.7959027,0.91083,6.0555555556,25.93470205,0.016393443,0.122222,3.240263505,3.957364954,1.995823452,5.528676923,5.437875494,7.112828685,10.58682477,4.713017128,10.44841238,0,8.10440531144925,99.1971274351194,41,11,0.054018445,0.014492754
"S01008470","Broomhouse and Bankhead","City of Edinburgh",891,580,0.23,201,0.14,78,180,182.1742218,262.8511862,164.1409734,0.225255973,0,139.0435869,0.69675,4.9318181818,165.3031683,0.094890511,0.058824,2.843368819,2.946854396,1.185003434,3.474161184,5.341407967,4.384338235,9.585460165,2.962623626,13.05543269,0,27.3523679261412,306.985049676108,158,14,0.217032967,0.019230769
"S01008727","Joppa","City of Edinburgh",1097,651,0.05,51,0.03,19,55,24.29355195,14.08442612,143.9960034,0.162522203,0.066666667,59.17677242,0.91071,6.1904761905,40.23617788,0.026315789,0.438356,4.878618421,1.221649274,2.269947822,4.126596154,2.135549002,5.229746193,3.580907441,5.861935118,5.942270871,0,22.2871146064854,203.164217014453,71,37,0.068665377,0.035783366
"S01008753","Restalrig (Loganlea) and Craigentinny West","City of Edinburgh",583,392,0.23,135,0.16,63,150,156.4221556,199.9417476,122.2212306,0.195121951,0.0625,99.56973088,0.67521,4.7272727273,154.0375482,0,0.067797,2.240984142,2.993339552,2.427196828,1.602195122,4.590895522,5.38775,6.74454291,5.646749067,11.47423507,0,20.2610132786231,347.530244916349,110,5,0.205223881,0.009328358
"S01008542","Fairmilehead","City of Edinburgh",1678,1011,0.01,18,0.01,14,25,14.47846673,0,53.1104656,0.119586296,0.021978022,51.84984786,0.94709,6.0606060606,28.7700353,0.015384615,0.155779,4.197895435,1.906671975,4.805084926,3.539617706,7.885015924,8.124574468,7.773991507,14.23755839,15.27803079,0,24.3132159343478,144.894016295279,40,10,0.042462845,0.010615711
"S01008459","Murrayburn and Wester Hailes North","City of Edinburgh",783,538,0.28,216,0.24,128,195,252.767297,338.160744,120.1918912,0.204663212,0.111111111,141.3217097,0.71053,5.2,152.3850844,0.128712871,0.020548,3.247209852,2.664153171,2.347904858,3.935591133,2.640408232,2.827964286,8.002894737,6.461336032,6.69645749,0,153.983700917536,1966.58621861476,122,34,0.164642375,0.045883941
"S01008577","Liberton West and Braid Hills","City of Edinburgh",871,474,0.07,65,0.04,17,75,41.19063579,236.523773,190.1641743,0.246527778,0.090909091,85.02636645,0.8855,5.8095238095,43.74770788,0.012345679,0.232323,2.106702658,1.588732004,1.298540975,3.610396825,6.29480897,3.416616162,5.140005537,4.405517719,10.91557586,0,36.4698239015216,418.712099902659,22,1,0.027777778,0.001262626
"S01008926","Granton West and Salvesen","City of Edinburgh",579,401,0.1,60,0.06,23,85,26.68520976,0,115.7170631,0.169014085,0.027027027,92.24498323,0.70149,5.3157894737,131.654419,0.038961039,0.084337,2.301379736,1.924798188,1.76961285,2.67758427,2.188406096,1.652941176,5.312063427,4.30857084,5.450362438,0,44.5742292129709,769.848518358737,46,2,0.075782537,0.003294893
"S01008583","The Inch","City of Edinburgh",727,465,0.16,117,0.11,49,125,134.7087978,117.2261107,95.52714836,0.174515236,0.0625,108.2592095,0.79021,5.4117647059,81.61700721,0.053333333,0.091954,3.929088359,1.9964446,4.251115007,2.309971264,4.897542076,3.318502538,6.601924965,9.686647966,9.427149369,0,24.3132159343478,334.432131146462,133,10,0.186535764,0.014025245
"S01008731","Portobello","City of Edinburgh",530,324,0.14,73,0.09,28,100,185.8678753,0,82.31088782,0.196969697,0.090909091,89.45970579,0.81159,5.1428571429,95.49581795,0.057142857,0.115385,6.489052326,2.889267442,2.600186047,2.984214876,2.6665,6.031481481,5.573255814,5.888912791,5.968912791,0,28.3654185900724,535.196577171177,70,14,0.162790698,0.03255814
"S01008749","Craigentinny","City of Edinburgh",978,597,0.04,37,0.04,23,50,10.73880523,71.0222179,80.45058224,0.152263375,0.054054054,72.00143581,0.74233,5.75,68.90217024,0.019417476,0.062992,3.424120041,2.264453204,2.394331129,3.247464286,5.091836216,6.690532787,6.497533062,7.046686165,11.63301373,0.004796163,35.4567732375905,362.543693635894,68,2,0.069175992,0.002034588
"S01008717","Jewel, Brunstane and Newcraighall","City of Edinburgh",428,290,0.1,44,0.05,14,80,18.65068182,0,69.2007004,0.133333333,0.15,79.76228065,0.78226,5.3333333333,91.47811394,0.050847458,0.051724,1.302914773,2.383943182,1.468767045,4.6425,2.0260625,4.016,5.032704545,4.162477273,6.647590909,0,12.1566079671739,284.032896429296,35,4,0.079545455,0.009090909
"S01008719","Jewel, Brunstane and Newcraighall","City of Edinburgh",1086,723,0.1,110,0.04,31,80,100.136182,13.75396345,121.4882532,0.147759771,0.046875,92.43357193,0.71273,5.5555555556,121.4141704,0.041322314,0.06338,3.2738335,3.049700897,2.687372881,4.485960145,2.820844965,4.790828877,7.183659023,7.147574776,8.377532403,0,28.3654185900724,261.191699724423,111,23,0.110667996,0.022931206
"S01008530","Oxgangs","City of Edinburgh",708,471,0.3,213,0.23,106,160,251.1995373,657.7652204,82.93248754,0.200549451,0.073170732,104.9151003,0.73892,5.1111111111,130.1169277,0.054545455,0.040816,3.03695442,3.221208564,1.327624309,2.339101382,7.625155387,4.755300752,6.71359116,4.198480663,12.40701657,0,45.587279876902,643.888133854549,150,26,0.20718232,0.035911602
"S01008938","Silverknowes and Davidson's Mains","City of Edinburgh",813,476,0.03,28,0.02,11,50,79.10108262,19.28772466,54.73000274,0.120838471,0.153846154,77.12860502,0.90942,5.9047619048,31.85516316,0.013071895,0.219697,5.15998,3.449673333,2.66441,3.892996324,2.667646667,3.45515,10.89699,8.92486,9.74072,0,5.06525331965578,62.3032388641547,21,4,0.028,0.005333333
"S01008914","Boswall and Pilton","City of Edinburgh",919,582,0.08,73,0.06,34,100,62.19916007,32.79479436,81.99206694,0.191885965,0,105.727931,0.86099,5.4642857143,102.3222564,0.009433962,0.106796,3.644207949,3.305832373,1.065590438,1.766485356,3.946362327,5.817923729,8.609406682,3.610656682,8.36890841,0,21.2740639425543,231.491446600155,106,12,0.122119816,0.013824885
"S01008528","Colinton Mains and Firrhill","City of Edinburgh",691,445,0.08,57,0.06,28,70,6.054361742,69.08043461,60.50469973,0.14619883,0,56.63660096,0.8552,5.6857142857,71.81207289,0.006896552,0.1,3.032621528,3.307680556,1.959802083,3.160425532,8.541899306,4.86958042,6.664034722,5.542118056,16.60430556,0,11.1435573032427,161.267110032456,81,16,0.1125,0.022222222
"S01008797","South Leith","City of Edinburgh",888,739,0.07,59,0.05,35,80,95.62874223,20.46585892,124.6080421,0.146768894,0.076923077,92.60662002,0.79245,5.8,65.34356946,0,0.105263,4.336454593,2.479952482,1.010205913,1.303478261,2.663534847,2.70974359,5.950506864,3.519889124,5.066438754,0,45.587279876902,513.370268884032,264,115,0.278775079,0.121436114
"S01008543","Fairmilehead","City of Edinburgh",749,458,0.02,13,0.01,5,20,40.76420354,40.54705562,46.90964963,0.104575163,0.090909091,47.96918426,0.94286,6.34375,32.52838519,0.02962963,0.223214,4.954949324,2.663243243,5.79060473,1.973161157,8.348192568,9.392156398,11.17078378,18.34408108,18.96622297,0,7.09135464751809,94.6776321430987,16,4,0.021621622,0.005405405
"S01008729","Portobello","City of Edinburgh",709,465,0.04,30,0.03,14,45,58.08674643,21.41473901,97.50077128,0.152204836,0.05,70.89004713,0.90045,6.2333333333,27.19056105,0.038834951,0.185841,5.096084459,1.498246622,1.394327703,3.017824859,1.407966216,3.965865385,4.231760135,3.663283784,3.743283784,0.012578616,32.417621245797,457.230200928025,58,19,0.078378378,0.025675676
"S01008764","Leith (Hermitage and Prospect Bank)","City of Edinburgh",680,439,0.09,63,0.06,26,65,49.92119133,123.0617142,98.18838093,0.150887574,0.022222222,83.81774401,0.8773,6.2,60.68406865,0.06779661,0.302326,2.416533613,1.527769608,1.966470588,2.069822485,3.865791317,3.028267327,4.730770308,4.827647059,7.005294118,0,16.2088106228985,238.364862101449,66,7,0.092436975,0.009803922
"S01008697","Willowbrae and Duddingston Village","City of Edinburgh",1039,662,0.03,32,0.02,16,40,36.3626806,0,64.91880916,0.116541353,0.083333333,61.64707425,0.9397,6.1,35.90401041,0.032608696,0.123967,1.844459396,2.854846553,3.382877715,2.664896373,5.66835458,4.95952381,9.354036827,9.48598678,12.44508971,0,23.3001652704166,224.255681139717,59,19,0.055924171,0.018009479
"S01008663","Tollcross","City of Edinburgh",964,857,0.09,85,0.07,57,100,129.9929736,419.5761624,97.64261404,0.160377359,0.142857143,104.2297165,0.71111,5,70.50360254,0.043478261,0.226929,2.561495272,1.253475177,1.033330378,2.542616279,2.915141844,2.76942029,3.73,3.014739953,5.536264775,0,109.409471704565,1134.95302598096,292,76,0.352231604,0.091676719
"S01008600","Newington and Dalkeith Road","City of Edinburgh",1137,710,0.04,49,0.04,29,30,74.51814036,107.6288694,95.78751089,0.106047327,0.04,45.74034569,0.85366,6.3333333333,29.45805335,0.032258065,0.169014,2.024498229,1.76318477,2.470687721,2.812824268,4.398916765,7.392769953,4.4920366,5.58635183,7.200053129,0.024242424,16.2088106228985,142.557701168852,118,33,0.148055207,0.04140527
"S01009008","Queensferry East","City of Edinburgh",917,548,0.05,46,0.04,23,45,68.58860281,36.44595611,75.64647108,0.179153095,0.071428571,77.75021411,0.92558,5.6666666667,42.80070312,0.027027027,0.126316,2.083482533,1.326034389,1.303894651,1.505748899,1.616626638,4.883601695,4.309508734,4.30058952,5.407781114,0.1,38.4959252293839,419.802892359694,34,13,0.037117904,0.01419214
"S01008692","Meadowbank and Abbeyhill North","City of Edinburgh",1381,1034,0.08,115,0.07,75,70,113.8224197,30.66151328,34.42644811,0.154352597,0.02631579,57.75020101,0.72289,4.625,67.4190404,0.038461538,0.113636,2.711540146,3.355131387,2.819014599,2.452389706,2.436689781,4.425504202,6.655660584,7.829620438,6.705788321,0,27.3523679261412,198.062041463731,159,46,0.253588517,0.073365231
"S01008879","Balgreen and Roseburn","City of Edinburgh",823,540,0.06,47,0.04,23,45,9.011904415,16.59356765,82.80588921,0.137302552,0.054545455,54.92013301,0.8125,5.8,62.0051772,0.048780488,0.065574,3.937347001,1.233623011,1.613626071,3.337649007,4.582757038,6.620128205,5.79621787,6.958188494,10.74104039,0,18.2349119507608,221.566366351893,37,17,0.045287638,0.020807834
"S01008769","Western Harbour and Leith Docks","City of Edinburgh",981,792,0.08,82,0.06,46,65,40.32413051,10.32139642,70.75123095,0.152647975,0.039215686,58.40704999,0.84685,4.9230769231,15.86304185,0.058823529,0.039474,2.87158033,1.10771021,2.773307057,3.371605351,1.558881381,5.484528302,3.015506757,7.64283033,4.469722222,0.076335878,18.2349119507608,185.880855767185,186,6,0.279279279,0.009009009
"S01008580","Liberton West and Braid Hills","City of Edinburgh",551,362,0.09,48,0.03,11,70,518.365727,0,67.87723687,0.141804788,0,84.46479399,0.87778,6,59.90835225,0,0.069444,3.48320572,2.105908672,2.926166974,2.224402174,5.704414207,4.203785714,7.158247232,9.741088561,11.17152214,0,10.1305066393116,183.856744815092,54,16,0.099630996,0.029520295
"S01008599","Newington and Dalkeith Road","City of Edinburgh",870,623,0.01,11,0.02,14,25,36.17485201,15.17473276,39.29049562,0.094866071,0.117647059,42.24398208,0.85,5.6666666667,19.39708555,0.023255814,0.087719,2.829393362,1.175318281,3.529959195,3.792689243,4.676819913,7.823529412,3.768721436,7.282962459,8.090174102,0,38.4959252293839,442.481899188321,118,10,0.131696429,0.011160714
"S01008840","Broughton South","City of Edinburgh",1133,881,0.02,26,0.02,22,40,23.20710094,18.68771345,78.29993793,0.113392857,0.041666667,59.05075093,0.87805,5.4761904762,31.56029605,0.011363636,0.138889,2.622986499,2.064934823,2.909383147,2.070844156,1.907711825,2.785718954,7.575032588,8.273768622,7.329324953,0,19.247962614692,169.884930403283,164,39,0.152842498,0.036346692
"S01008775","North Leith and Newhaven","City of Edinburgh",486,361,0.08,41,0.08,27,85,90.3871099,142.0744591,105.6350908,0.175213675,0,75.72663436,0.82759,5.3333333333,43.40442866,0.039215686,0.159091,1.527232704,1.509297694,1.509355346,3.19483871,2.899067086,5.565,4.32951782,3.617756813,7.136535639,0,20.2610132786231,416.893277337924,69,22,0.146496815,0.04670913
"S01008751","Restalrig (Loganlea) and Craigentinny West","City of Edinburgh",630,384,0.12,75,0.1,38,105,36.284676,186.4038816,109.1923667,0.204180064,0,114.3722905,0.82014,5.6842105263,104.3226427,0.031578947,0.123457,2.80988746,2.368786174,1.818327974,2.510630631,4.200502412,5.79811828,6.664951768,4.336583601,12.86140675,0,15.1957599589673,241.202539031228,61,6,0.09807074,0.009646302
"S01008732","Portobello","City of Edinburgh",640,431,0.17,109,0.14,60,120,160.2939655,129.2717644,100.1394948,0.197183099,0.1,89.42406349,0.71795,5.3076923077,86.56157089,0.03030303,0.169231,5.983192623,2.269131148,1.982532787,2.56925,2.045614754,4.752039474,4.165086066,4.508233607,4.588233607,0,20.2610132786231,316.578332478486,166,35,0.272131148,0.057377049
"S01008706","Niddrie","City of Edinburgh",610,399,0.28,171,0.22,88,235,132.6539573,215.8051895,159.9365747,0.184466019,0.045454546,122.985866,0.61435,4.7333333333,214.3496672,0.055555556,0.086957,5.46139948,2.804675043,1.085658579,2.043259804,3.798505199,4.156934307,6.466031196,3.524870017,7.691750433,0,29.3784692540035,481.614250065632,130,1,0.225303293,0.001733102
"S01008901","Drylaw","City of Edinburgh",950,618,0.14,131,0.1,60,125,81.47399612,185.8754295,91.22973685,0.187839305,0.02631579,95.64749159,0.79253,4.8461538462,137.1673811,0.044642857,0.07362,2.886687352,2.710307329,2.445109338,1.90981405,2.542287234,3.903741722,7.338144208,7.320466903,7.521956265,0,18.2349119507608,191.946441586956,121,16,0.143026005,0.01891253
"S01008573","Liberton East","City of Edinburgh",909,565,0.04,35,0.04,22,75,12.40215256,0,154.6171009,0.190987125,0.048780488,64.92761575,0.86047,6.0833333333,74.4055223,0.024193548,0.214286,2.599806614,2.330997758,2.980353139,4.148672199,3.389728139,3.986953642,8.260765135,8.486252803,8.342214126,0.006116208,16.2088106228985,178.314748326716,50,1,0.061050061,0.001221001
"S01008492","Gorgie West","City of Edinburgh",1341,1126,0.12,157,0.09,97,125,46.66272485,53.97911646,143.80072,0.145112782,0.076923077,92.58223153,0.73125,5.2857142857,103.2235341,0.03125,0.047368,2.560293962,2.740203919,2.409989407,3.34519337,1.98732786,4.070422535,4.627002119,8.32689089,4.679592161,0,22.2871146064854,166.197722643441,161,40,0.170550847,0.042372881
"S01008561","Hyvots and Gilmerton","City of Edinburgh",705,462,0.09,66,0.06,30,90,329.9386688,136.5708429,114.641939,0.154178674,0.051282051,115.7543543,0.68984,5.4516129032,134.1848987,0.040983607,0.055046,3.103772255,2.861906528,3.289124629,3.788324873,3.685916172,3.198468468,8.703568249,8.557581602,8.445348665,0,27.3523679261412,387.976850016188,136,16,0.201780415,0.023738872
"S01008948","Clermiston and Drumbrae","City of Edinburgh",736,470,0.04,30,0.04,17,45,29.53533413,0,63.77516802,0.108695652,0.041666667,79.0651392,0.92593,6,31.78847749,0.014925373,0.180851,5.251871449,1.805117188,2.591445313,2.233040936,4.411722301,6.099181818,6.28949929,6.786899858,10.35434304,0,14.1827092950362,192.699854552122,28,14,0.040057225,0.020028612
"S01008666","Meadows and Southside","City of Edinburgh",1106,1006,0.02,25,0.01,13,20,10.15522341,11.82449698,53.62445745,0.108675799,0.0625,44.89859873,0.87013,6.5,15.43857669,0,0.255296,1.144572435,1.229278169,1.550301811,2.749529412,2.565186117,3.149756098,2.79278672,2.605030181,4.310442656,0,29.3784692540035,265.62811260401,258,38,0.335064935,0.049350649
"S01008460","Murrayburn and Wester Hailes North","City of Edinburgh",824,538,0.36,300,0.23,125,225,261.3610632,407.8980196,175.3988873,0.212083847,0.103448276,138.5560137,0.67474,4.6829268293,196.1796882,0.056338028,0.055556,3.819537267,3.517322981,2.873850932,3.564684066,3.350478261,2.991565934,9.574409938,7.921114907,9.685447205,0,76.9918504587679,934.367117218057,172,2,0.213664596,0.002484472
"S01008952","Clermiston and Drumbrae","City of Edinburgh",875,561,0.22,194,0.16,90,135,264.5223804,284.0469614,219.7247181,0.250572082,0.054545455,119.2747021,0.7,4.6428571429,131.6790258,0.123595506,0.028302,4.77760274,3.277876712,2.131724782,4.550283843,5.423023039,6.159534884,11.10478518,6.769514321,13.16716065,0,22.2871146064854,254.709881216976,145,18,0.180572852,0.02241594
"S01008726","Joppa","City of Edinburgh",596,371,0.01,7,0.01,5,20,5.861249461,0,49.12618211,0.127303183,0,50.67651695,0.88652,6.2,16.21948746,0.037974684,0.123457,3.690233161,1.640224525,2.706234888,4.43240458,2.553087219,5.332282609,5.54492228,7.742305699,7.822305699,0,15.1957599589673,254.962415418915,8,4,0.013888889,0.006944444
"S01008520","Greenbank and The Braids","City of Edinburgh",1089,619,0.01,13,0.02,10,20,13.00258862,0,53.04921482,0.104504505,0.038461539,60.9804738,0.94954,6.4193548387,13.06151825,0.008264463,0.398551,2.366398699,2.630999071,4.100144052,2.983444976,5.282421004,7.686702786,8.797267658,9.554484201,10.21780901,0,18.2349119507608,167.446390732423,24,1,0.022304833,0.000929368
"S01008778","The Shore and Constitution Street","City of Edinburgh",1167,957,0.1,113,0.08,76,90,89.87410221,62.10060911,92.55675059,0.159246575,0.034482759,78.68369315,0.74219,4.4166666667,46.04709516,0.06779661,0.082192,3.401576888,2.020593923,2.362009669,3.549514925,2.546837017,5.515943396,6.059765193,6.050688306,6.596012891,0.019675926,48.6264318686955,416.678936321298,253,52,0.232965009,0.047882136
"S01008917","Granton South and Wardieburn","City of Edinburgh",782,532,0.25,197,0.18,94,170,217.043421,355.2352762,157.4299602,0.208062419,0.117647059,114.038975,0.67358,5.5263157895,161.5446359,0.147727273,0.06,2.98625,2.063474638,2.028333333,1.256470588,5.211355072,4.826009174,5.400210145,5.246086957,10.07989493,0,85.0962557702171,1088.1874139414,123,10,0.18061674,0.014684288
"S01008451","Clovenstone and Wester Hailes","City of Edinburgh",735,487,0.28,209,0.26,125,225,164.358014,443.3535728,165.3505901,0.232984293,0.069767442,108.5507006,0.64931,4.6470588235,208.1406433,0.064935065,0.032258,3.101144492,0.867914878,2.454391989,2.857908163,3.08527897,2.435841584,3.475143062,7.063905579,8.757632332,0,69.9004958112498,951.027153894555,159,10,0.227467811,0.014306152
"S01008925","Granton West and Salvesen","City of Edinburgh",774,474,0.18,137,0.1,48,105,53.53355712,20.43374704,128.4236999,0.16519546,0.1,81.18386693,0.78462,4.8148148148,112.6287329,0.12745098,0.042254,3.156099855,2.460115774,2.357091172,2.467975779,2.497872648,2.701840491,10.182178,9.299232996,9.809710564,0,30.3915199179347,392.655296097347,77,57,0.111432706,0.082489146
"S01008667","Meadows and Southside","City of Edinburgh",1056,897,0.06,65,0.04,36,60,9.780855212,0,27.94443186,0.144855145,0.133333333,55.18980855,0.78571,6.3076923077,18.85568087,0.019230769,0.101748,3.14761687,1.77304624,1.861671748,3.959333333,3.482939533,1.942941176,4.958180894,5.226351626,7.307332317,0.098947368,86.1093064341483,815.429038202162,162,25,0.223448276,0.034482759
"S01008742","Mountcastle","City of Edinburgh",508,293,0.09,47,0.06,18,95,80.47358362,32.73966807,102.5935759,0.214285714,0,93.98609881,0.82456,5.75,78.65332489,0,0.228571,1.672190083,0.841900826,1.206678719,1.953636364,5.535588843,6.176081081,2.271590909,3.519121901,10.18365186,0,21.2740639425543,418.780786270754,27,15,0.055785124,0.030991736
"S01008977","Carrick Knowe","City of Edinburgh",620,362,0.01,6,0.03,11,25,21.77719772,0,76.66418758,0.131746032,0,68.48714928,0.89412,6,35.91994297,0,0.227273,3.312061983,2.537739669,1.818586777,2.015,3.622590909,5.279035088,8.513280992,5.771239669,11.02743388,0,7.09135464751809,114.376687863195,37,9,0.061157025,0.014876033
"S01008653","Dalry and Fountainbridge","City of Edinburgh",812,705,0.11,89,0.08,55,115,119.0518569,150.0730728,77.38076228,0.157088123,0.1,70.82369509,0.77586,4.25,93.90917628,0.047619048,0.006711,2.343527047,2.249378655,1.211973684,1.078809524,1.927807018,2.607,3.685102339,4.053172515,4.835570175,0,32.417621245797,399.231788741342,257,60,0.375730994,0.087719298
"S01008686","Abbeyhill","City of Edinburgh",1252,1005,0.15,189,0.1,100,165,114.3928371,161.7843546,177.0094687,0.190123457,0.173913044,99.35046254,0.72308,6.0833333333,98.32627609,0.181818182,0.069708,4.8642108,2.656191589,2.35174974,1.904214286,3.158159398,3.338230769,5.223073728,5.691298027,7.994460021,0.208151383,45.587279876902,364.115653968866,228,73,0.238743455,0.076439791
"S01008584","The Inch","City of Edinburgh",873,550,0.14,125,0.09,50,100,112.6361152,221.623922,92.87772504,0.176878613,0.025641026,88.05451495,0.77841,5.2777777778,87.47081187,0.012345679,0.055944,4.136440629,2.371362049,4.69492142,3.196946903,4.63056461,3.913238095,9.151653085,11.94813155,10.8719092,0.0025,18.2349119507608,208.876425552816,141,18,0.164527421,0.021003501
"S01008747","Craigentinny","City of Edinburgh",509,304,0.03,14,0.02,6,50,29.26373116,0,82.34337846,0.12959381,0,70.57676538,0.89091,5.4615384615,48.39907388,0,0.080645,2.524481038,1.196831337,1.615933134,2.962678571,5.372320359,6.61546875,3.532075848,4.417355289,7.788617764,0.003676471,3.03915199179347,59.7082906049797,27,0,0.053892216,0
"S01008473","Stenhouse and Saughton Mains","City of Edinburgh",670,487,0.22,146,0.17,82,185,69.50629028,240.132757,181.1063706,0.248933144,0.096774194,107.1333995,0.65877,5,142.7316282,0.1,0.029412,3.203560714,1.351803571,2.969064286,1.997756757,5.527067857,5.548586957,5.676285714,9.282964286,13.76897857,0,54.7047358522824,816.488594810186,127,14,0.181428571,0.02
"S01008570","Moredun and Craigour","City of Edinburgh",987,635,0.25,247,0.18,116,175,233.717592,285.2262762,140.5931129,0.224365482,0,148.4739912,0.6374,4.9705882353,182.1748516,0.054794521,0.040201,2.873972425,2.952637877,1.673826743,2.234537954,3.907091571,4.010515152,8.680824662,4.334568158,8.656253902,0,44.5742292129709,451.613264569107,247,24,0.257023933,0.024973985
"S01008516","Morningside and Craighouse","City of Edinburgh",1063,796,0.05,56,0.06,47,50,69.92100179,82.93880242,52.42491064,0.160226202,0.033333333,61.45837722,0.89744,5.5714285714,37.32202713,0,0.08,5.39709212,3.40595172,3.377755272,3.937578348,4.45845172,4.661117021,5.82267758,5.766870144,6.641071032,0,14.1827092950362,133.421536171554,205,94,0.227524972,0.104328524
"S01008993","Ratho, Ingliston and Gogar","City of Edinburgh",1037,681,0.04,40,0.04,27,50,74.3593146,0,80.60087548,0.156092649,0.033333333,74.150155,0.89302,5.9,41.89377178,0,0.087302,2.76102294,5.230884831,4.805208333,6.455763158,2.775870787,6.059364162,14.59532303,11.03876639,9.423349719,0.271559633,95.2267624095287,918.290862194105,67,23,0.062734082,0.021535581
"S01008156","Milton of Campsie","East Dunbartonshire",926,613,0.1,95,0.08,46,100,118.0650767,87.40220989,252.4618818,0.211986682,0.035714286,125.9287354,0.83691,5.4230769231,98.33654361,0.016260163,0.041667,4.793275299,4.680933079,1.224681719,1.728454106,6.288713275,7.513911565,10.38656964,5.622225245,13.14390098,0.208232446,5.03944174757282,54.4216171444149,71,12,0.077257889,0.013057671
"S01007704","City Centre","Dundee City",935,717,0.3,279,0.24,174,205,152.3451078,799.1751051,212.4805142,0.246471227,0.186046512,149.834133,0.58108,5.1,167.3157119,0.268292683,0.072565,2.059432194,1.672635061,2.822516538,2.189701087,3.296438809,2.725416667,6.040396913,8.444137266,8.543506064,0,91.9921456622635,983.873215639181,201,32,0.221609702,0.035281147
"S01012175","Renfrew East","Renfrewshire",753,504,0.06,45,0.06,30,85,105.1617771,0,116.0382313,0.166233766,0,87.3058096,0.84444,6.1428571429,85.62343091,0.025641026,0.081081,3.971216381,4.44294621,3.781589242,3.127909836,3.875938264,3.645851064,20.52065709,17.23794927,16.57287897,0,6.05266237565828,80.380642439021,52,19,0.063569682,0.023227384
"S01011086","Mosstodloch, Portgordon and seaward","Moray",676,394,0.04,27,0.04,16,65,46.80299267,0,82.66380957,0.183644189,0.058823529,80.95481166,0.88514,5.4615384615,73.96549692,0.01010101,0.044248,2.885339314,6.372363495,4.771801872,3.21719697,12.25431357,8.230598291,16.14233229,11.67350234,27.46595554,0.382059801,5.11825192802057,75.713785917464,35,15,0.054602184,0.023400936
"S01007876","Doon Valley North","East Ayrshire",1096,695,0.11,125,0.08,56,105,72.70701695,27.04071576,132.9611838,0.201826484,0.090909091,129.1709279,0.81481,5.6956521739,103.9708003,0.031007752,0.057143,9.995319623,9.111709613,2.828855302,3.550909798,11.58429138,9.32950495,17.20380079,5.55173439,24.89030723,0,9.07660698561785,82.815757168046,87,0,0.086223984,0
"S01011970","Coupar Angus and Meigle","Perth and Kinross",918,610,0.18,165,0.14,86,135,47.8040193,79.50293714,77.19852127,0.205347594,0.052631579,97.38420469,0.71304,4.9285714286,145.8808298,0.070422535,0.033175,1.589088384,2.333873737,1.92844697,2.619935345,1.673810606,9.59625,9.313227273,5.451742424,4.806575758,0,38.0633069554352,414.632973370754,198,32,0.2,0.032323232
"S01010580","Inverness Smithton","Highland",531,393,0.13,69,0.11,44,105,365.659745,66.97332256,84.54782955,0.252895753,0.066666667,120.4542669,0.84615,5.0909090909,89.29353725,0.042553191,0.020833,4.711067251,1.892748538,2.090882066,3.21575,4.869381092,3.776751825,9.016530214,8.440302144,13.71001949,0.192200557,12.1848710403324,229.470264413039,41,26,0.079922027,0.050682261
"S01012074","Paisley West","Renfrewshire",712,531,0.05,34,0.03,18,55,52.18217697,17.19272769,56.13306377,0.147265077,0.033333333,80.6935394,0.8805,6.1363636364,50.90825071,0,0.135593,2.361038462,3.860104895,3.579066434,2.940877193,5.144723776,4.841561181,10.8306014,9.560454545,13.13006993,0,5.04388531304857,70.8410858574237,45,7,0.062937063,0.00979021
"S01007456","Sauchie","Clackmannanshire",919,537,0.23,207,0.17,90,135,34.51197231,120.9586071,167.3839751,0.278372591,0.112903226,90.61172079,0.75785,4.75,163.0180072,0.107142857,0.019108,4.409553872,1.907713244,1.189674523,2.582727273,5.382348485,7.421492537,6.114158249,4.32298541,12.09365881,0.149643705,33.7701283547258,367.466032151532,117,2,0.137162954,0.002344666
