"Data_Zone","Intermediate_Zone","Council_area","Total_population","Working_age_population","Income_rate","Income_count","Employment_rate","Employment_count","CIF","ALCOHOL","DRUG","SMR","DEPRESS","LBWT","EMERG","Attendance","Attainment","no_qualifications","not_participating","University","drive_petrol","drive_GP","drive_post","drive_primary","drive_retail","drive_secondary","PT_GP","PT_post","PT_retail","Broadband","crime_count","crime_rate","overcrowded_count","nocentralheat_count","overcrowded_rate","nocentralheat_rate"
"S01010330","Milton West","Glasgow City",671,422,0.38,257,0.28,117,280,124.501363,392.9555467,119.9742815,0.288372093,0.068181818,179.0318932,0.60101,5.1304347826,266.871959,0.101851852,0.013514,2.9160181,1.657990196,2.244226998,2.09379397,6.3710181,7.607235294,6.520558069,8.487560332,12.33362745,0,33.156329183651,494.133072781684,169,4,0.254901961,0.006033183
"S01010180","Blackhill and Barmulloch East","Glasgow City",784,496,0.13,102,0.1,48,140,137.9292754,138.7492182,96.76852194,0.166666667,0.074074074,122.324985,0.82143,5.3703703704,215.4047633,0.012195122,0.111111,4.136924107,2.100125,2.463553571,3.252254642,5.525625,5.752556391,8.394138393,7.871214286,15.95756696,0,29.1373801916933,371.650257547108,96,0,0.171428571,0
"S01009979","Glenwood South","Glasgow City",518,299,0.36,186,0.32,95,180,250.234086,217.1698582,67.30056763,0.313461539,0.166666667,103.8165939,0.5,4.7894736842,248.7778945,0.0625,0.094595,3.863270548,3.058767123,2.443082192,2.207152778,3.651515411,1.351415094,7.627666952,5.609036815,9.655898973,0,21.0994822077779,407.325911347064,103,4,0.214137214,0.008316008
"S01010433","Scotstoun South and West","Glasgow City",631,441,0.39,247,0.26,114,235,195.0895235,478.882292,96.37762047,0.223706177,0.081081081,137.8973007,0.7619,5.8421052632,272.2680035,0.065789474,0.044118,3.559106476,0.701653176,1.535675592,3.343778802,1.147440847,4.407965368,2.272714819,5.519788294,3.570410959,0,44.2084389115346,700.609174509265,315,40,0.392278954,0.0498132
"S01010126","Barlanark","Glasgow City",678,453,0.21,145,0.14,64,170,83.35935317,313.4186435,115.7926816,0.274963821,0.054054054,163.7795068,0.73874,5.5,191.8341328,0.035714286,0.125,3.579188356,2.448784247,1.60965411,3.138553922,4.112928082,4.933575949,9.671592466,6.616013699,13.29069521,0,14.0663214718519,207.4678683164,91,3,0.124657534,0.004109589
"S01009799","Pollok North and East","Glasgow City",742,500,0.4,294,0.24,121,255,224.0912991,58.57702013,195.759939,0.335543767,0.068965517,195.575139,0.67593,4.9512195122,221.7082486,0.042253521,0.066225,3.424725825,1.582314269,2.413410967,3.848274112,5.847102005,4.182169118,5.442676887,7.459805425,16.85560142,0,62.2937093753443,839.537862201405,188,4,0.225419664,0.004796163
"S01010348","Summerston North","Glasgow City",998,619,0.17,166,0.14,83,155,195.6020203,153.5287426,108.9344718,0.250755287,0.03125,151.8576073,0.7807,5.5882352941,174.8972001,0.018867925,0.054688,5.291864796,6.261397959,2.490658163,1.427330508,3.462655612,2.2075,16.17284184,5.92694898,9.433260204,0,13.0615842238625,130.877597433492,122,46,0.124489796,0.046938776
"S01009968","Carmunnock North","Glasgow City",564,372,0.08,43,0.08,30,105,24.98760263,0,113.525213,0.16254417,0.071428571,98.33899344,0.91736,5.8333333333,107.8474756,0.023255814,0.102041,3.696969572,1.432672697,1.496887336,2.524516129,3.344987664,2.020357143,4.940674342,5.5509375,10.77089638,0,9.04263523190481,160.330411913206,90,1,0.148026316,0.001644737
"S01010437","Yoker South","Glasgow City",570,384,0.21,120,0.14,53,145,157.558842,340.3828137,139.7003122,0.179001721,0.095238095,120.4152619,0.89916,5.65,155.8040906,0.045454545,0.045045,4.521355476,1.3980386,2.097778276,2.990252525,2.818141831,6.459278351,5.562405745,7.189456912,11.99108618,0,15.0710587198414,264.404538944585,161,14,0.289048474,0.02513465
"S01010090","Baillieston East","Glasgow City",1041,701,0.11,113,0.07,48,120,112.5308122,13.93866666,158.6070079,0.235462345,0.025,123.203222,0.80342,5.9333333333,102.9557412,0.02994012,0.086957,2.339965501,2.882803588,2.106414443,3.650994152,6.694142134,5.19597561,11.16181693,5.623785649,16.87960902,0,15.0710587198414,144.774819595018,115,19,0.109108159,0.018026565
"S01010256","Gallowgate North and Bellgrove","Glasgow City",854,613,0.3,252,0.25,151,225,180.6808262,121.2407948,156.7206732,0.267441861,0.025,171.1205146,0.68557,5.2173913043,207.1754592,0.04494382,0.068966,3.092887078,1.249528522,1.091638533,2.581532258,0.944813737,4.223944223,3.270820722,2.799586729,2.555593714,0,23.1089567037567,270.596682713779,227,12,0.264260768,0.013969732
"S01009893","Govanhill West","Glasgow City",864,597,0.16,134,0.12,72,120,109.8818776,214.4996166,129.1414584,0.151061174,0.069444444,122.8326765,0.58696,4.7916666667,121.3321849,0.04040404,0.074468,2.120704898,1.486801075,1.811448626,1.313550296,2.138664875,3.308772321,3.752362605,5.017494026,4.830854241,0,67.3173956152914,779.136523325132,345,62,0.41218638,0.074074074
"S01009758","Darnley East","Glasgow City",624,407,0.03,20,0.05,22,85,42.47753184,24.09360441,176.0748921,0.224522293,0.105263158,88.50531181,0.86,6.0526315789,100.42694,0,0.123711,2.040748328,3.084703177,2.788879599,4.274135802,3.131551003,4.541445783,11.63111204,10.2506689,10.39843227,0,5.02368623994712,80.5077923068449,73,43,0.13345521,0.078610603
"S01009829","Hillington","Glasgow City",906,619,0.22,195,0.21,129,190,368.7124783,298.5972354,115.4265757,0.244747899,0.052631579,129.7790555,0.75709,5.1,131.0550436,0.050420168,0.052174,1.979126163,1.820850569,2.976871768,2.198136273,3.606913133,3.612016667,7.147285419,9.863391934,10.42666753,0.153846154,26.123168447725,288.335192579746,127,24,0.131334023,0.024819028
"S01010215","Springburn East and Cowlairs","Glasgow City",1015,651,0.36,365,0.25,161,215,307.7884599,287.5627006,112.5750288,0.312244898,0.025641026,153.8948103,0.7346,5.037037037,215.1856109,0.050420168,0.043716,1.580970588,1.057376471,2.124594118,1.456550868,3.128958824,2.977644928,3.658647059,8.72215,8.045329412,0,94.4453013110058,930.495579418777,205,30,0.243467933,0.035629454
"S01010084","Baillieston West","Glasgow City",802,511,0.25,199,0.18,94,210,162.2882062,72.85477401,102.4306865,0.315270936,0.04,152.346208,0.68108,5.4571428571,179.3952326,0.02739726,0.075758,3.968305809,2.393906606,3.612454442,1.979668874,7.08118451,4.103120301,9.042334852,10.64525057,17.2908656,0,51.2415996474606,638.92268887108,158,30,0.179954442,0.034168565
"S01010172","Riddrie and Hogganfield","Glasgow City",691,430,0.32,218,0.24,103,200,343.0120981,253.5121547,113.993686,0.242510699,0.055555556,166.3025631,0.76543,5,192.2701664,0,0.0625,4.608466236,0.913135776,2.181548132,1.925618557,5.976706178,3.752542373,3.064856322,7.093380029,11.77946121,0,13.0615842238625,189.024373717258,111,26,0.159482759,0.037356322
"S01009877","Pollokshields West","Glasgow City",977,624,0.06,58,0.05,33,60,34.62213444,14.45560316,54.42780761,0.138383838,0.069767442,63.15280305,0.83846,6.1818181818,52.87743228,0,0.316327,4.910086496,1.638125,1.755438058,1.713900709,2.622084263,2.6721875,5.079547991,7.100901228,6.231289063,0.097859327,14.0663214718519,143.97463123697,92,12,0.105022831,0.01369863
"S01009769","Darnley West","Glasgow City",1152,732,0.07,85,0.04,28,90,51.16771125,11.71916694,238.2205911,0.18772242,0,114.673682,0.84091,5.7714285714,90.38281163,0.044247788,0.159292,2.952776596,3.696875887,3.701939716,4.474521531,3.864429078,4.567759197,10.21087234,11.22894681,8.996765957,0.005194805,26.123168447725,226.763614997613,77,12,0.127062706,0.01980198
"S01010186","Robroyston and Millerston","Glasgow City",620,432,0.06,36,0.05,21,105,29.84164844,71.88905908,89.75727117,0.168769716,0,92.28281387,0.88435,5.8421052632,136.9001706,0.011764706,0.066667,1.910792117,2.960255023,2.766267388,3.230454545,4.657279753,5.653315789,8.865347759,6.823833076,16.08646832,0.493975904,5.02368623994712,81.0271974185019,93,6,0.14374034,0.00927357
"S01009819","Cardonald West and Central","Glasgow City",704,388,0.14,101,0.1,39,145,221.457453,76.65964477,122.3712913,0.243478261,0.068965517,124.6163385,0.8375,5.3157894737,99.3967478,0.051948052,0.089744,1.19564759,1.602692018,1.267560241,1.625409091,0.98625,3.159962687,4.172552711,4.951649096,2.819676205,0.018292683,23.1089567037567,328.252225905636,92,10,0.148626817,0.016155089
"S01009954","Newlands","Glasgow City",704,475,0.16,114,0.07,31,110,5.538494209,43.35359594,80.7482381,0.162889518,0.057142857,81.32077994,0.8744,5.875,75.04344614,0.020833333,0.203883,1.760499214,2.397256289,3.704445755,3.382566845,3.399779874,2.5101,8.313447327,9.71908805,9.317220912,0,45.2131761595241,642.232615902331,37,5,0.058544304,0.007911392
"S01010117","Garthamlock, Auchinlea and Gartloch","Glasgow City",1401,990,0.04,54,0.03,33,55,20.94777785,18.1023733,84.53650288,0.129106188,0.066666667,91.0005436,0.85924,5.8235294118,100.8359083,0.010869565,0.12,3.920685299,3.673774885,3.120627871,3.93219457,3.682817764,5.957148936,10.25638591,11.13116386,8.465957121,0.043165468,55.2605486394183,394.436464235677,80,17,0.122511485,0.026033691
"S01010272","City Centre South","Glasgow City",1342,1076,0.24,317,0.18,190,175,263.6744265,215.6760933,134.1415261,0.143712575,0.043478261,133.0712544,0.73958,4.5833333333,151.5471488,0.128205128,0.039063,3.070037019,3.147909674,2.981786772,2.271944444,3.055979763,3.292826087,7.36375617,5.528580948,8.259202863,0.4600246,95.4500385589953,711.25215021606,418,62,0.412635735,0.061204344
"S01010157","Cranhill, Lightburn and Queenslie South","Glasgow City",591,342,0.39,230,0.26,88,260,144.9830618,179.1598617,133.629399,0.320284698,0.033333333,154.3668308,0.67974,4.8888888889,244.605581,0.021052632,0.087379,5.254349736,1.754081722,1.864099297,3.13996732,4.990483304,3.874300699,6.05172232,5.284586995,13.81071178,0,32.1515919356616,544.020168116101,68,11,0.119507909,0.019332162
"S01010048","Dalmarnock","Glasgow City",2081,1336,0.32,656,0.21,278,230,341.6604354,153.0379878,165.9070531,0.202505219,0.051851852,154.5267677,0.70811,5.1272727273,221.239421,0.097402597,0.057823,1.508144654,1.595393082,3.125589623,3.817947368,2.806320755,6.379153401,5.79475891,7.815162474,6.886108491,0,70.3316073592597,337.970241995481,290,34,0.305263158,0.035789474
"S01010159","Cranhill, Lightburn and Queenslie South","Glasgow City",724,428,0.26,189,0.23,98,200,194.8063636,297.6402989,85.41912968,0.288828338,0.037037037,130.6336558,0.80247,5.8076923077,177.1815736,0.040650407,0.105769,3.563333333,1.45262585,1.639377551,2.51864,3.572935374,3.445234375,6.878221088,6.253306122,13.80466667,0,35.1658036796298,485.715520436876,116,17,0.1604426,0.02351314
"S01010160","Cranhill, Lightburn and Queenslie South","Glasgow City",583,441,0.38,219,0.31,134,255,255.4464626,370.1820406,267.2060194,0.237855946,0.06122449,163.0102375,0.72656,5,221.0063937,0.037735849,0.056818,6.184041322,3.636884298,1.954578512,2.647465278,6.644640496,5.657253521,12.46970248,6.791669421,15.91734711,0.075075075,61.2889721273549,1051.26881865103,215,27,0.355371901,0.044628099
"S01010484","Blairdardie East","Glasgow City",547,351,0.2,112,0.12,41,160,126.4625736,147.9831442,147.1524418,0.238615665,0.214285714,118.671254,0.62838,4.9285714286,157.9599335,0.053571429,0.078125,3.632372727,2.962672727,2.974290909,3.318871951,5.810004545,4.909893617,7.4414,10.51425455,11.8714,0,12.0568469758731,220.417677803896,95,6,0.172727273,0.010909091
"S01010352","Maryhill East","Glasgow City",495,334,0.31,151,0.23,76,190,123.6633471,229.9527001,110.012899,0.280487805,0.058823529,142.2427567,0.57143,5.5555555556,226.5607467,0.022222222,0.102564,5.421660079,3.501284585,2.057144269,2.959421053,3.684461462,4.527894737,15.71298913,4.913685771,8.359219368,0,16.0757959678308,324.763554905672,137,11,0.270750988,0.02173913
"S01010135","Greenfield","Glasgow City",751,455,0.27,206,0.2,88,205,157.6355886,67.58028605,117.6970787,0.305177112,0.08,146.3114311,0.70443,5.6538461538,222.352202,0.019230769,0.072,3.44874349,1.835182292,1.734472656,2.469745763,3.27859375,4.247259036,7.18780599,5.07624349,12.38305339,0,15.0710587198414,200.679876429312,157,16,0.204427083,0.020833333
"S01010233","Roystonhill, Blochairn, and Provanmill","Glasgow City",822,517,0.32,260,0.23,116,250,226.0489335,304.0776554,120.8350538,0.25620915,0.071428571,204.6253204,0.89,5.5,253.8427108,0.153061224,0.044118,4.584417526,4.707414948,1.96371134,1.699693654,4.78028866,3.136950549,12.73942784,7.691386598,16.2076134,0,33.156329183651,403.361668900864,331,62,0.341237113,0.063917526
"S01010047","Dalmarnock","Glasgow City",787,542,0.45,354,0.33,180,265,260.8407943,263.4364048,139.3616988,0.324937028,0.057142857,158.5616487,0.64674,4.5238095238,250.8787467,0.108695652,0.04,2.317170894,2.165688406,2.187672101,1.577415459,4.223686594,4.427592593,5.7702657,6.382125604,8.150923913,0,28.1326429437039,357.466873490519,223,16,0.269323671,0.019323671
"S01008421","Balerno and Bonnington Village","City of Edinburgh",884,537,0.1,91,0.1,51,105,98.68758346,65.05085726,93.87896444,0.205784205,0.065217391,102.9431076,0.88087,5.1714285714,87.80124792,0.015748031,0.112676,1.305804196,6.02037296,2.037905012,2.588222656,1.959213287,2.917301587,16.15854895,6.965932401,7.310675991,0,23.3001652704166,263.576530208333,61,6,0.071095571,0.006993007
"S01008569","Moredun and Craigour","City of Edinburgh",715,504,0.38,271,0.36,183,270,306.7865956,718.2579597,136.3649285,0.242758621,0.144927536,148.2700368,0.61905,4,193.5059362,0.0625,0,3.74196875,3.253105469,2.549601563,3.103571429,4.774675781,4.542933333,8.664070312,7.473570312,8.79753125,0,68.8874451473186,963.46077129117,167,14,0.2609375,0.021875
"S01008983","Corstorphine South","City of Edinburgh",643,495,0.11,71,0.07,34,80,127.1520999,89.78627369,127.1736341,0.168503937,0.025641026,86.0201558,0.75455,4,83.32872005,0.043478261,0.047059,3.242592308,3.066730769,3.386988462,4.012153846,4.022980769,3.0265,13.16368846,11.82527692,12.6175,0,26.3393172622101,409.631683704667,96,29,0.147692308,0.044615385
"S01008714","Bingham, Magdalene and The Christians","City of Edinburgh",565,366,0.17,96,0.17,61,140,195.1153735,171.4565634,97.65395431,0.178633976,0,119.4380957,0.69725,5.2727272727,141.5786506,0,0.017241,2.905897887,1.589058099,1.321993838,3.087884615,3.158314261,2.462318841,5.073371479,5.117711268,9.885462148,0,21.2740639425543,376.532105177952,88,22,0.158844765,0.039711191
"S01008701","Craigmillar","City of Edinburgh",831,618,0.23,187,0.15,95,170,181.126189,189.7369819,141.8544752,0.200255102,0.054545455,129.1453206,0.71163,5.5161290323,189.264784,0.073684211,0.073171,6.257335859,3.448270202,4.135896465,3.254227642,3.503131313,4.413785714,7.63770202,8.412727273,7.874090909,0,33.4306719097282,402.294487481687,89,2,0.224747475,0.005050505
"S01008586","The Inch","City of Edinburgh",848,541,0.15,125,0.09,47,140,70.90751424,107.6868709,108.8659749,0.18591224,0.018867925,122.4349223,0.75,5.1666666667,138.198308,0.063157895,0.041237,4.332426017,1.822786683,4.625662762,2.547923497,5.185752158,4.059615385,6.976004932,12.69453761,11.78148582,0,25.3262665982789,298.658804224987,176,26,0.21701603,0.032059186
"S01008432","Currie East","City of Edinburgh",679,366,0.01,8,0.03,9,35,20.59038671,55.58580606,50.61154204,0.144525547,0.066666667,79.08319757,0.92157,5.4,38.53259534,0.023809524,0.170213,2.152599857,4.116883024,3.073605563,2.382307692,7.663577033,6.118872549,11.57808845,8.859422254,17.80945792,0.026845638,9.11745597538041,134.277702141096,26,2,0.037089872,0.002853067
"S01008418","Balerno and Bonnington Village","City of Edinburgh",691,378,0.02,17,0.02,8,30,56.63989408,50.3918712,38.38035966,0.124645892,0.043478261,71.64931239,0.9396,6.3043478261,23.60349052,0,0.130952,3.582608382,7.658157514,4.036864162,3.559742647,3.956524566,4.767979798,17.63304913,12.75444725,13.1001987,0.074193548,7.09135464751809,102.624524566108,7,10,0.010115607,0.014450867
"S01008427","Currie West","City of Edinburgh",1084,717,0.01,14,0.01,8,35,52.64145237,0,51.45632803,0.121521336,0.025,59.84557486,0.92683,6.1818181818,35.51118537,0.007352941,0.120301,4.883417603,3.600870787,4.095060861,4.001586207,7.029351592,4.38755618,15.80701311,15.51355805,24.56599719,0,3.03915199179347,28.0364574888696,48,4,0.04494382,0.003745318
"S01008904","West Pilton","City of Edinburgh",1043,700,0.21,218,0.12,84,125,70.50653226,62.15370926,97.49540249,0.152559055,0.038461539,100.4124417,0.71103,5.0882352941,130.6298349,0.044871795,0.022989,2.391712488,1.700517241,1.578842032,2.39,1.409606244,2.508252427,6.58973439,4.572961323,5.508869991,0,67.8743944833875,650.761212688279,253,31,0.235787512,0.02889096
"S01008909","Boswall and Pilton","City of Edinburgh",769,516,0.15,112,0.09,46,95,58.48219951,74.88359798,71.36287404,0.203104787,0.041666667,108.3537424,0.6715,5.2083333333,116.5940826,0.036697248,0.030075,2.402562735,1.35336261,1.442964241,3.093134328,4.321740903,4.331887417,4.132434128,4.46217064,12.82251568,0,22.2871146064854,289.819435715025,86,25,0.107904642,0.031367629
"S01008994","Ratho, Ingliston and Gogar","City of Edinburgh",760,452,0.11,84,0.09,39,80,81.15476648,102.8251948,62.04923262,0.189542484,0.103448276,93.4120934,0.83417,5.0714285714,139.2781405,0.01369863,0.041667,6.019838292,1.71135511,1.656520052,2.083347826,8.11461837,7.656071429,4.312532342,3.22207956,20.02584088,0,18.2349119507608,239.933051983695,112,13,0.144890039,0.016817594
"S01008762","Leith (Hermitage and Prospect Bank)","City of Edinburgh",582,381,0.05,27,0.03,12,55,55.26132611,51.81162105,87.9715363,0.190972222,0.0625,92.71791549,0.85106,5.9375,98.07713735,0,0.102941,2.208885691,1.959523026,2.271591283,1.568,4.409013158,3.611693548,5.958219572,5.991443257,8.131558388,0,18.2349119507608,313.314638329224,76,31,0.125,0.050986842
"S01008440","Bonaly and The Pentlands","City of Edinburgh",999,549,0.02,19,0.03,14,35,58.02992271,18.21938832,47.38166658,0.113886114,0.088235294,55.20872946,0.94709,5.9473684211,12.19312915,0.013157895,0.347107,4.297670512,2.931494483,3.604332999,2.804755556,6.891421765,5.578076923,7.705902708,9.328445336,23.20833501,0,13.169658631105,131.828414725776,16,3,0.016048144,0.003009027
"S01008708","Niddrie","City of Edinburgh",1043,649,0.34,359,0.28,183,225,419.649128,467.5060212,278.2175995,0.273538157,0.030769231,147.2270257,0.6386,4.7105263158,183.8945418,0.070175439,0.026846,6.281557112,2.589498922,2.563768858,3.363543046,3.59658944,3.324262295,5.535684267,6.21112069,6.542594289,0.021956088,52.6786345244201,505.06840387747,137,40,0.159487776,0.046565774
"S01008682","Canongate, Southside and Dumbiedykes","City of Edinburgh",906,792,0.09,78,0.06,45,95,83.54544304,62.57271517,109.2233964,0.130872483,0.090909091,67.20345116,0.78846,4.4285714286,64.31645113,0,0.007958,4.732844828,1.521385696,1.889444444,2.002924528,2.202541507,6.314692308,4.549083653,5.433454662,6.096385696,0,28.3654185900724,313.08409039815,260,48,0.332056194,0.061302682
"S01008860","Stockbridge","City of Edinburgh",877,685,0.06,51,0.04,31,60,90.71670201,36.49430422,101.359856,0.141011841,0,62.78277751,0.84932,5.8333333333,25.5463488,0.025641026,0.081395,4.15015873,1.472689909,1.694498299,1.940509554,1.584668367,3.062417582,3.608798186,3.442103175,3.725,0,19.247962614692,219.475058320319,136,45,0.154195011,0.051020408
"S01008480","Stenhouse and Saughton Mains","City of Edinburgh",641,474,0.13,83,0.08,39,125,95.07582405,71.86792171,110.3986595,0.180834621,0.142857143,99.18196648,0.67586,4.7857142857,122.7813449,0,0.022727,2.897108731,2.057121087,3.569864086,2.558485915,5.801783361,6.32862069,9.29878089,10.03947694,14.79116145,0.003521127,52.6786345244201,821.819571363809,137,3,0.225700165,0.004942339
"S01008960","East Craigs South","City of Edinburgh",1159,788,0.02,20,0.01,11,25,26.76410943,33.38739636,36.15996102,0.111111111,0.064516129,42.44324996,0.90909,6.3,31.88297884,0,0.167665,3.047805677,2.693998362,4.249732533,6.418035714,3.249246725,3.038433735,10.89635098,12.41382369,10.39898199,0.008714597,29.3784692540035,253.481184245069,82,7,0.089519651,0.007641921
"S01008728","Portobello","City of Edinburgh",639,405,0.14,87,0.1,39,105,83.89257784,46.02455332,90.42199819,0.174679487,0,82.65932676,0.71613,5.3125,95.3435369,0.057971014,0.035714,5.050276268,0.917015399,1.639497283,3.571768293,1.505561594,4.69838843,3.198224638,4.697282609,4.777934783,0,18.2349119507608,285.36638420596,105,14,0.190217391,0.025362319
"S01008694","Willowbrae and Duddingston Village","City of Edinburgh",897,705,0.05,41,0.04,25,45,118.8092989,20.07966231,80.38334373,0.101952278,0.022727273,57.75763557,0.89773,5.3333333333,56.37439341,0.025,0.050847,2.9710125,3.792595,3.7833075,4.2441875,3.7394825,5.339235294,6.788395,7.58035,9.524,0,13.169658631105,146.818936801617,188,72,0.188,0.072
"S01008560","Hyvots and Gilmerton","City of Edinburgh",678,423,0.18,120,0.13,53,155,86.80652253,126.248078,103.8907946,0.193265007,0.047619048,117.8981239,0.61765,5,151.8111752,0.038095238,0.085366,4.06147711,3.233927039,3.097088698,3.730682927,3.813955651,2.770188679,7.647796853,6.856770386,6.890879828,0,25.3262665982789,373.543755136857,123,11,0.175965665,0.015736767
"S01008551","Mortonhall and Anwickhill","City of Edinburgh",913,552,0.05,49,0.05,28,60,40.63006819,74.07439599,61.99906018,0.165570175,0.027777778,73.32982859,0.86022,5.0833333333,52.43779198,0.112903226,0.1,1.683531504,2.162136687,2.882726118,4.679829545,7.264590955,5.279587156,8.729194614,9.45828252,14.75262703,0,20.2610132786231,221.916903380319,104,17,0.107327141,0.01754386
"S01008458","The Calders","City of Edinburgh",1033,689,0.12,127,0.07,51,90,108.4157793,170.5814655,103.7969879,0.18359375,0.041666667,86.87417669,0.79661,5,134.4853259,0.031578947,0.027027,2.39429326,2.313649396,2.286370724,2.938228782,2.987316398,1.991041667,10.16273893,7.651908954,9.890372233,0,25.3262665982789,245.171990302797,118,19,0.118712274,0.019114688
"S01008472","Broomhouse and Bankhead","City of Edinburgh",725,454,0.21,154,0.12,54,130,79.13963373,76.52071745,100.2290318,0.145917001,0.058823529,89.91960355,0.72103,4.975,142.9449936,0.077464789,0.084507,3.106523109,1.288354342,2.199856443,2.024901478,5.252051821,4.542573099,5.388123249,7.473837535,12.66567227,0,21.2740639425543,293.435364724887,163,4,0.228291317,0.005602241
"S01008815","Pilrig","City of Edinburgh",904,743,0.11,103,0.1,73,95,54.91944375,31.02119974,52.44254666,0.144469526,0.036363636,69.69460915,0.75385,5.4285714286,74.76646895,0.055555556,0.025641,5.012378855,3.2218337,1.257968062,1.819950495,2.843587555,3.642469136,6.87714207,4.436585903,6.255578194,0,23.3001652704166,257.745191044431,277,66,0.305066079,0.072687225
"S01008999","Dalmeny, Kirkliston and Newbridge","City of Edinburgh",836,481,0.11,94,0.08,38,95,261.4024681,20.34633811,107.6472361,0.185185185,0.111111111,109.2311682,0.8381,6,95.27875498,0.031914894,0.069231,6.773767564,2.74537178,2.212549766,3.565990566,7.581050937,12.13208333,5.34602459,5.136364169,17.66551815,0,27.3523679261412,327.18143452322,78,10,0.091334895,0.011709602
"S01008733","Portobello","City of Edinburgh",768,574,0.07,53,0.07,39,80,53.61866158,14.84992133,64.73379464,0.211764706,0.057142857,76.33375133,0.79268,4.6666666667,86.40688626,0,0.081081,5.618083228,3.295970996,3.217739596,3.484354839,3.283846154,4.919894737,5.892367591,6.577168979,6.708959647,0.008130081,29.3784692540035,382.532151744838,198,85,0.249684741,0.107187894
"S01008562","Hyvots and Gilmerton","City of Edinburgh",878,560,0.29,259,0.22,121,220,269.9882516,266.6644451,135.6241694,0.260321101,0.166666667,187.8813953,0.73091,5.2352941176,144.2731351,0.05511811,0.054422,3.706477778,3.197425926,3.076411111,2.816883365,3.289185185,3.490331565,8.686562963,7.476644444,7.378407407,0,22.2871146064854,253.839574105757,122,9,0.180740741,0.013333333
"S01008770","Western Harbour and Leith Docks","City of Edinburgh",958,766,0.03,27,0.01,9,20,27.35876635,0,30.79778094,0.075726141,0.035714286,38.42609812,0.74615,5.8571428571,30.93624,0.019607843,0.138889,3.230748538,3.919640351,4.095967836,3.723945313,5.11075731,5.51765625,10.61781287,12.51745029,14.51809649,0,24.3132159343478,253.791398062085,291,15,0.340350877,0.01754386
"S01008759","Restalrig and Lochend","City of Edinburgh",609,386,0.24,149,0.21,81,205,109.5162072,140.9486419,125.2542339,0.257142857,0,110.4895592,0.63704,4.5454545455,165.59581,0.037037037,0.017857,1.127974291,2.161888298,1.331928191,2.014124088,4.457495567,4.676923077,7.745700355,4.823670213,9.700913121,0,28.3654185900724,465.770420198233,132,3,0.234042553,0.005319149
"S01008980","Carrick Knowe","City of Edinburgh",830,585,0.12,97,0.05,31,85,146.8419535,15.2360622,62.30225175,0.169512195,0.051282051,102.9177369,0.78367,5.1666666667,79.15524206,0.048387097,0.116438,4.278153477,3.095494604,1.024097722,2.588832487,4.616690647,4.91257764,9.214292566,4.219688249,12.82752998,0,16.2088106228985,195.286874974681,121,10,0.145083933,0.011990408
"S01008712","Bingham, Magdalene and The Christians","City of Edinburgh",1124,615,0.36,405,0.32,197,220,146.5205278,443.7775641,150.3200893,0.315837104,0.053571429,135.4710805,0.57143,4.6486486486,211.1764907,0.115606936,0.072222,3.848444882,1.804225722,2.864838145,3.856566265,4.683930446,4.300235294,4.086367017,7.022797463,9.600905512,0,60.7830398358694,540.774375763962,217,10,0.209055877,0.009633911
"S01008921","Granton and Royston Mains","City of Edinburgh",910,544,0.32,294,0.21,111,205,247.8602868,282.3747975,179.3921475,0.231601732,0.04109589,181.1510424,0.65493,4.90625,219.0102853,0.100719424,0.037313,2.146569536,1.807940397,1.839198675,2.500092308,4.605440397,3.993496732,5.82847351,5.414874172,9.004350993,0,42.5481278851086,467.561844891303,165,10,0.218543046,0.013245033
"S01008841","Broughton South","City of Edinburgh",755,574,0.03,23,0.01,6,30,39.01754742,0,42.21309001,0.118690314,0,57.18131016,0.875,4.6,39.85382033,0,0.133333,3.394911972,2.595946303,3.53321743,1.829402174,2.609084507,3.693478261,8.183705986,8.839621479,5.899335387,0,21.2740639425543,281.775681358335,74,22,0.13028169,0.038732394
"S01008524","Colinton Mains and Firrhill","City of Edinburgh",911,645,0.23,205,0.16,104,150,134.3845682,445.0954205,118.8326474,0.206140351,0.170212766,128.109527,0.75688,4.6764705882,126.0685084,0.0625,0.064,4.239622261,4.074622261,2.904175317,2.611341991,8.377185698,5.541733871,11.46539216,9.247185698,13.54485006,0,33.4306719097282,366.96676080931,172,37,0.199304751,0.042873696
"S01008493","Gorgie West","City of Edinburgh",1052,763,0.11,116,0.11,82,125,156.5516313,121.558815,95.48525483,0.218344965,0.046511628,100.5692494,0.83217,4.96,77.73571911,0.053333333,0.055556,2.019129887,4.154861286,2.319120429,3.382121212,2.996576293,4.312311828,8.176929382,4.62943884,6.023757881,0,64.835242491594,616.304586421996,180,27,0.226986129,0.034047919
"S01008787","Great Junction Street","City of Edinburgh",392,251,0.43,170,0.4,101,305,471.0206461,797.5908791,115.6624847,0.277915633,0.172413793,164.8452526,0.64035,4,207.0696551,0.145833333,0.02381,3.579946524,1.618328877,1.867446524,2.761258993,1.76171123,4.438482143,4.510828877,3.535828877,4.358275401,0,30.3915199179347,775.293875457518,87,25,0.232620321,0.06684492
